id,content,heritage_id,title,type,rx_time,region_code,project_num,latitude,longitude,region
71,"申报地区或单位：重庆市曲艺团
　　
　　四川评书是主要流行于重庆市和四川省的曲艺品种，至迟在清咸丰年间即已形成。表演形式为一人徒口讲说，辅有醒目、折扇和手帕等道具。据演出风格而有所谓“清棚”和“雷棚”之分：“清棚”注重语言文采，擅长说演“文书”；“雷棚”强调语气节奏，擅长说演“武书”。又依话本的不同渊源而有所谓“墨书”与“条书”之别：“墨书”指由小说改编演出的节目如《三国》和《水浒》等；“条书”则是自行创编的节目如《金鸡芙蓉图》和《铁侠记》等。讲说表演引人入胜，语言多幽默，极富巴蜀文化特色。
　　20世纪末期以来，四川评书的传承和发展遇到极大困难：艺人减少，演出萎缩，濒临失传，亟待保护。
　　",13755,四川评书,曲艺,2011(第三批),500000,Ⅴ-110_03_500000,29.556808,106.563288,陕西
95,"申报地区或单位：陕西省商洛市
　　
　　商洛花鼓民间通称花鼓子、地蹦子，流行于陕西省商洛地区。清光绪三年湖北郧阳遭受水灾，大批灾民进入商洛地区，带来了郧阳流行的花鼓戏。后花鼓戏逐渐改用商洛地区方言演唱，并吸收了许多商洛的民歌小调，最终形成商洛花鼓。
　　因其流行地域和语音的不同，商洛花鼓逐渐形成了商丹路和镇柞路两大流派。商丹路花鼓又被称为北路花鼓，它以关中语系为主，杂以当地土语，曲调流畅、优美，婉转柔和；镇柞路花鼓又被称为南路花鼓，它以鄂西北语系为主，掺用本地土语，曲调高亢洪亮，欢快明朗。
　　商洛花鼓由花鼓子、八岔子、大筒子三种曲调构成。花鼓子主要用民歌小调演出，也叫小调戏，多反映当地人民的劳动与爱情生活，代表性剧目有《打铁》、《打草鞋》、《哥接妹》、《瞎子摸妻》、《贾金莲回河南》等；八岔子用八岔调演出，也叫八岔戏，多反映公子、小姐的艳情故事，其曲调分阳八岔和阴八岔两种，阳八岔又称硬八岔或大八岔，阴八岔又叫软八岔或小八岔，代表性剧目有《坐西楼》、《送香茶》、《小东楼》、《小牙楼》等；大筒子以筒子胡琴伴奏，也叫筒子戏，属于花鼓中的大中型戏，多表现历史故事、民间故事和神话故事内容，代表性剧目有《蓝桥担水》、《刘海戏金蟾》、《血刀记》、《万寿图》、《山伯访友》、《四姐下凡》、《正德王访贤》等。商洛花鼓以演出“三小戏”为主，小生、小旦、小丑是其主要脚色，表演生动活泼，富于民间色彩。
　　商洛花鼓传统的唱腔音乐结构形式单一，历史年代久远，在戏曲音乐发展演变历史的研究中具有“活化石”的作用。目前，由于市场经济的冲击，商洛花鼓已处于濒危状态，急需抢救和保护。",13283,商洛花鼓,传统戏剧,2006(第一批),610000,Ⅳ-061_01_611000,34.336074,108.710914,陕西
100,"申报地区或单位：陕西省商洛市
　　
　　商洛道情戏是由唐代道院道士说唱情理曲调，流传于民间与当地文化相结合，在商县、洛南等地形成的，广泛流行于商洛市辖县（区），即商县（现称商州区）、洛南、丹凤、山阳、镇安、柞水等县城镇乡村的戏剧艺术形式。
　　商洛道情戏唱腔音乐属板腔体，唱词以齐言七字句、十字句为多，是当地山区人民的一种主要娱乐方式，内容反映基层劳动人民的日常生活故事，剧目繁多，其手抄本和口传本多达数百本，如广泛流行的《一文钱》、《山花姑娘》、《红石匠》、《双下山》、《农家媳妇》等。商洛道情戏易学易唱，艺人和善歌者又随时编撰一定的故事内容来演唱，因而剧目内容更为丰富。",13325,道情戏（商洛道情戏）,传统戏剧,2011(第三批),610000,Ⅳ-071_03_611000,34.336074,108.710914,陕西
107,"申报地区或单位：陕西省渭南市
　　
　　皮影戏是一种用兽皮或纸板剪制形象并借灯光照射所剪形象而表演故事的戏曲形式。其流行范围极为广泛，几乎遍及全国各省区，并因各地所演的声腔不同而形成多种多样的皮影戏，如陕西的华县皮影戏、华阴老腔皮影戏、阿宫腔皮影戏、弦板腔皮影戏，甘肃的环县道情皮影戏，山西的孝义碗碗腔皮影戏，河北的唐山皮影戏、冀南皮影戏，浙江的海宁皮影戏，湖北的江汉平原皮影戏，广东的陆丰皮影戏，辽宁的复州皮影戏、凌源皮影戏等。
　　皮影戏的形成时代尚无确考，但据南宋孟元老《东京梦华录》记载，它至晚在宋代已经成熟和盛行，东京汴梁瓦舍中的影戏艺人已有董十五、赵七、曹保义等9人。山西繁峙岩山寺文殊殿金代壁画中有一幅《影戏图》，生动形象地表现了当时山西皮影演出的实况。经过宋、金、元、明四个历史时期的发展，流行全国各地的皮影戏在清代呈现出繁荣局面。
　　皮影戏虽然种类繁多，但区别主要在声腔和剧目方面，至于影人制作和表演技术则大同小异。影人一般是先将牛皮或驴皮、羊皮刮去毛血，加工成半透明状后再刻制上彩，其雕绘工艺讲究刀工精致，造型逼真。影人一般分头、身、四肢等几部分，均为侧影，头部附有盔帽，身部、四肢皆着服饰，涂油彩后用火砖烘烤压平即成。演出时将影人的头插于身部，身与四肢相接，同时在身部和两手安上三根竹扦，即可操作演出。除了人物造型外，还要刻制一些砌末道具、桌椅和景物造型，以便配合表演。
　　道具主要为影窗，俗称“亮子”，一般高3尺，宽5尺，最高不过4尺，宽不过6尺，以白纸作幕，以便单人操作。其次为油灯一盏，用以映射影人和表演动作。
　　皮影戏是我国重要的民间传统艺术，近年来由于现代影视艺术的冲击，观众和演出市场日益减少，许多皮影戏面临消亡的危险，亟待抢救与保护。
　　华县碗碗腔皮影戏（曾名时腔），形成于清代初叶。因其主要流传于关中东府渭南二华、大荔一带，所以也称其为东路碗碗腔。该剧种唱腔板式齐备，伴奏乐器很有特性，细腻幽雅、婉转缠绵，表现形式丰富多彩。皮影造型优美，人物个性特征明显、选料考究、制作精细。清乾隆、嘉庆年间，戏剧家李芳桂等文人、举子，为碗碗腔皮影著有《十大本》等许多传统剧目，至今流传，并被其他剧种移植、改编搬上舞台，久演不衰，为陕西的戏曲艺术作出了巨大的贡献。皮影班、社多由五六人组成，行动方便，不择场地，长年可活动于民间的村镇、宅院，在广阔的农村扎下牢固的根基。
　　现因各种原因面临失传和生存的危机，拯救和保护碗碗腔皮影这一群众喜闻乐见的优秀传统文化，成为当前一项刻不容缓的重要任务。",13401,皮影戏（华县皮影戏）,传统戏剧,2006(第一批),610000,Ⅳ-091_01_610500,34.336074,108.710914,陕西
113,"申报地区或单位：陕西省华阴市
　　
　　皮影戏是一种用兽皮或纸板剪制形象并借灯光照射所剪形象而表演故事的戏曲形式。其流行范围极为广泛，几乎遍及全国各省区，并因各地所演的声腔不同而形成多种多样的皮影戏，如陕西的华县皮影戏、华阴老腔皮影戏、阿宫腔皮影戏、弦板腔皮影戏，甘肃的环县道情皮影戏，山西的孝义碗碗腔皮影戏，河北的唐山皮影戏、冀南皮影戏，浙江的海宁皮影戏，湖北的江汉平原皮影戏，广东的陆丰皮影戏，辽宁的复州皮影戏、凌源皮影戏等。
　　皮影戏的形成时代尚无确考，但据南宋孟元老《东京梦华录》记载，它至晚在宋代已经成熟和盛行，东京汴梁瓦舍中的影戏艺人已有董十五、赵七、曹保义等9人。山西繁峙岩山寺文殊殿金代壁画中有一幅《影戏图》，生动形象地表现了当时山西皮影演出的实况。经过宋、金、元、明四个历史时期的发展，流行全国各地的皮影戏在清代呈现出繁荣局面。
　　皮影戏虽然种类繁多，但区别主要在声腔和剧目方面，至于影人制作和表演技术则大同小异。影人一般是先将牛皮或驴皮、羊皮刮去毛血，加工成半透明状后再刻制上彩，其雕绘工艺讲究刀工精致，造型逼真。影人一般分头、身、四肢等几部分，均为侧影，头部附有盔帽，身部、四肢皆着服饰，涂油彩后用火砖烘烤压平即成。演出时将影人的头插于身部，身与四肢相接，同时在身部和两手安上三根竹扦，即可操作演出。除了人物造型外，还要刻制一些砌末道具、桌椅和景物造型，以便配合表演。
　　道具主要为影窗，俗称“亮子”，一般高3尺，宽5尺，最高不过4尺，宽不过6尺，以白纸作幕，以便单人操作。其次为油灯一盏，用以映射影人和表演动作。
　　皮影戏是我国重要的民间传统艺术，近年来由于现代影视艺术的冲击，观众和演出市场日益减少，许多皮影戏面临消亡的危险，亟待抢救与保护。
　　华阴老腔系明末清初，以当地民间说书艺术为基础发展形成的一种皮影戏曲剧种。长期以来，久为华阴县泉店村张家户族的家族戏（只传本姓本族，不传外人）。其声腔具有刚直高亢、磅礴豪迈的气魄，听起来颇有关西大汉咏唱大江东去之慨；落音又引进渭水船工号子曲调，采用一人唱众人帮合的拖腔（民间俗称为拉波）；伴奏音乐不用唢呐，独设檀板的拍板节奏，均构成了该剧种的独有之长，使其富有突出的历史和文化价值，世代流传，久演不衰。但又鉴于该剧种这一特殊情形（家族戏），目前依然处于行将消亡的濒危状态，迫切需要长期保护。",13403,皮影戏（华阴老腔）,传统戏剧,2006(第一批),610000,Ⅳ-091_01_610582,34.336074,108.710914,陕西
116,"申报地区或单位：陕西省富平县
　　
　　皮影戏是一种用兽皮或纸板剪制形象并借灯光照射所剪形象而表演故事的戏曲形式。其流行范围极为广泛，几乎遍及全国各省区，并因各地所演的声腔不同而形成多种多样的皮影戏，如陕西的华县皮影戏、华阴老腔皮影戏、阿宫腔皮影戏、弦板腔皮影戏，甘肃的环县道情皮影戏，山西的孝义碗碗腔皮影戏，河北的唐山皮影戏、冀南皮影戏，浙江的海宁皮影戏，湖北的江汉平原皮影戏，广东的陆丰皮影戏，辽宁的复州皮影戏、凌源皮影戏等。
　　皮影戏的形成时代尚无确考，但据南宋孟元老《东京梦华录》记载，它至晚在宋代已经成熟和盛行，东京汴梁瓦舍中的影戏艺人已有董十五、赵七、曹保义等9人。山西繁峙岩山寺文殊殿金代壁画中有一幅《影戏图》，生动形象地表现了当时山西皮影演出的实况。经过宋、金、元、明四个历史时期的发展，流行全国各地的皮影戏在清代呈现出繁荣局面。
　　皮影戏虽然种类繁多，但区别主要在声腔和剧目方面，至于影人制作和表演技术则大同小异。影人一般是先将牛皮或驴皮、羊皮刮去毛血，加工成半透明状后再刻制上彩，其雕绘工艺讲究刀工精致，造型逼真。影人一般分头、身、四肢等几部分，均为侧影，头部附有盔帽，身部、四肢皆着服饰，涂油彩后用火砖烘烤压平即成。演出时将影人的头插于身部，身与四肢相接，同时在身部和两手安上三根竹扦，即可操作演出。除了人物造型外，还要刻制一些砌末道具、桌椅和景物造型，以便配合表演。
　　道具主要为影窗，俗称“亮子”，一般高3尺，宽5尺，最高不过4尺，宽不过6尺，以白纸作幕，以便单人操作。其次为油灯一盏，用以映射影人和表演动作。
　　皮影戏是我国重要的民间传统艺术，近年来由于现代影视艺术的冲击，观众和演出市场日益减少，许多皮影戏面临消亡的危险，亟待抢救与保护。
　　阿宫腔系陕西关中中北部地区(礼泉、咸阳、泾阳、高陵、临潼、耀县、富平等市县)皮影戏中独具特色的一枝奇葩。其唱腔旋律不沉不躁、清悠秀婉；行腔中的“翻高”、“低遏”、“一唱三遏”为其特色。阿宫腔音乐长于刻画、抒发人物复杂的心理活动。如《王魁负义》中焦桂英唱段的凄楚哀怨、热耳酸心；《白蛇传》借伞中许仙与白素贞对唱婉转情切、缠绵悱恻；《杜鹃山》中雷刚哭大江则高亢激越、荡气回肠。这些经典唱段不但为广大观众所喜爱，也为戏剧界专家、同仁所肯定。&lt;span style=&quot;text-wrap:wrap;&quot;&gt;中华人民共和国成立&lt;/span&gt;后，阿宫腔从皮影搬上舞台是一次发展和革新。1961年曾进京演出，受到中央首长和在京戏剧界人士的赞许。多年来创作演出的《四季歌》、《两家亲》、《三姑娘》等剧目曾获文化部和省级奖励。但近十多年来却发展缓慢，濒临灭亡，亟待予以抢救和保护。",13402,皮影戏（阿宫腔）,传统戏剧,2006(第一批),610000,Ⅳ-091_01_610528,34.336074,108.710914,陕西
119,"申报地区或单位：陕西省乾县
　　
　　皮影戏是一种用兽皮或纸板剪制形象并借灯光照射所剪形象而表演故事的戏曲形式。其流行范围极为广泛，几乎遍及全国各省区，并因各地所演的声腔不同而形成多种多样的皮影戏，如陕西的华县皮影戏、华阴老腔皮影戏、阿宫腔皮影戏、弦板腔皮影戏，甘肃的环县道情皮影戏，山西的孝义碗碗腔皮影戏，河北的唐山皮影戏、冀南皮影戏，浙江的海宁皮影戏，湖北的江汉平原皮影戏，广东的陆丰皮影戏，辽宁的复州皮影戏、凌源皮影戏等。
　　皮影戏的形成时代尚无确考，但据南宋孟元老《东京梦华录》记载，它至晚在宋代已经成熟和盛行，东京汴梁瓦舍中的影戏艺人已有董十五、赵七、曹保义等9人。山西繁峙岩山寺文殊殿金代壁画中有一幅《影戏图》，生动形象地表现了当时山西皮影演出的实况。经过宋、金、元、明四个历史时期的发展，流行全国各地的皮影戏在清代呈现出繁荣局面。
　　皮影戏虽然种类繁多，但区别主要在声腔和剧目方面，至于影人制作和表演技术则大同小异。影人一般是先将牛皮或驴皮、羊皮刮去毛血，加工成半透明状后再刻制上彩，其雕绘工艺讲究刀工精致，造型逼真。影人一般分头、身、四肢等几部分，均为侧影，头部附有盔帽，身部、四肢皆着服饰，涂油彩后用火砖烘烤压平即成。演出时将影人的头插于身部，身与四肢相接，同时在身部和两手安上三根竹扦，即可操作演出。除了人物造型外，还要刻制一些砌末道具、桌椅和景物造型，以便配合表演。
　　道具主要为影窗，俗称“亮子”，一般高3尺，宽5尺，最高不过4尺，宽不过6尺，以白纸作幕，以便单人操作。其次为油灯一盏，用以映射影人和表演动作。
　　皮影戏是我国重要的民间传统艺术，近年来由于现代影视艺术的冲击，观众和演出市场日益减少，许多皮影戏面临消亡的危险，亟待抢救与保护。
　　弦板腔皮影戏流传于关中乾县、兴平、礼泉、咸阳等地。弦板腔又称“板板腔”，由主要伴奏乐器“二弦子”和敲击乐器“板子”而取名。形成于清代初年，最早为一人左手摇“呆呆子”（二板子），右手掌结子（即蚱板子）的说唱形式，到了清代中叶，艺人们加上了自制的土三弦和土二弦等弦乐伴奏，开始形成了以弦子调为主的【正板调】，并相继延伸出【慢板】、【二六】等曲调，使弦板腔开始进入了第一个发展兴盛时期。道光、咸丰年间，礼泉的王秀凯，又以【正板】为基础，创造出【大开板】等多种唱调，乐器又加进了二胡，采用二板子配二弦和三弦的伴奏形式，形成了浑厚、清脆、明快的声腔特色，奠定了弦板腔音乐的基本格局，再次使弦板腔进入班社林立、艺人迭出的最佳时期，各地班社一度最多达六十多个班。
　　中华人民共和国成立后，乾县、兴平、礼泉等地还将其搬上舞台演出，弦板腔又形成了皮影与舞台演出相兼的演出形式，长期流传于民间。近年来，则处境濒危，迫切需要对其进行抢救和保护。",13400,皮影戏（弦板腔）,传统戏剧,2006(第一批),610000,Ⅳ-091_01_610424,34.336074,108.710914,陕西
97,"申报地区或单位：陕西省紫阳县
　　
　　紫阳民歌是流传在陕西省紫阳县境内的一种具有浓郁陕南地方色彩的民间歌曲。紫阳位于陕南中部，因道教南派创始人紫阳真人张伯端而得名。我国古代最早的诗歌总集《诗经》中“周南”和“召南”部分25首歌谣的流传地主要就在包括紫阳在内的汉水上游，紫阳民歌在朝代更迭的过程中，伴随着人们种种生活习俗的形成发展而逐渐成熟，于明清达到鼎盛。
　　紫阳民歌藏量极为丰富，所发现曲目总数已达5028首，编印成册的有828首，体裁包括号子、山歌和小调几大类，其中又包含了社火歌曲、风俗歌曲、宗教歌曲、曲子等不同歌种。由于积蕴深厚、传唱广泛，紫阳县被文化部命名为“民歌之乡”。
　　紫阳民歌流传久远，其歌词借喻巧妙，风趣幽默，有较高的文学价值；所用方言似川、似楚，韵味独具；其旋律优美婉转，高腔唱法中游移于调式音级间的色彩性颤音唱法具有独特的价值。紫阳民歌的传承直接依托于各种民俗活动，反映出丰富的民俗文化内容。紫阳民歌的代表性曲目有《郎在对门唱山歌》、《唱山歌》、《洗衣裳》、《南山竹子》等。紫阳民歌对于丰富中华民族音乐宝库、弘扬中华民族音乐文化有不可低估的作用。",12433,紫阳民歌 ,传统音乐,2006(第一批),610000,Ⅱ-018_01_610924,34.336074,108.710914,甘肃
105,,23642,古琴艺术,传统音乐,2021(第五批),610000,,34.336074,108.710914,四川
109,"申报地区或单位：陕西省绥德县
　　
　　唢呐是阿拉伯语“surna”(祖尔纳)的音译，古称“琐嘹”、“苏尔奈”，在亚、非、欧的多个国家广泛流传，至迟于金元时期传入中国。在中国民间，它还有铜笛、锡笛、梨花、海笛等名称。此外，福建南曲演奏中使用的小唢呐称为“嗳仔”或“南嗳”；莆仙戏伴奏使用的唢呐称为“梅花”或“吹鞭”，较大的一种则称“大笼”或“大海笛”；维吾尔族的全木唢呐称为“苏尔奈”；藏、苗、蒙古、朝鲜等族也各有形制不同的唢呐。
　　唢呐由哨、芯子、气盘、杆、铜碗等部分组成，其按音孔根据七声音阶顺次排列，各个孔距基本相等，可翻转七调，音域一般为两个八度加大二度。唢呐有滑音、吐音、气拱音、气顶音、打嘟噜、循环换气（长时间吹气不断）等多种吹奏技巧，是一种表现力很强的独奏乐器。
　　唢呐音量洪大，音色高亢明亮，是吹打乐队中不可缺少的乐器之一，在古代除吹奏军乐外还用于衙门鼓吹及戏曲、歌舞等的伴奏，在民间日常生活中则多用于节庆、婚丧嫁娶和戏剧场面。
　　绥米唢呐是民间鼓吹乐种类之一，主要流传在陕西省绥德、米脂周边的子洲、清涧、吴堡、佳县、横山及与绥德隔黄河为邻的山西省柳林西部乡镇等地。其渊源可追溯至明代，至今已有六百多年的历史。
　　绥米唢呐乐班由多人组成，其中唢呐演奏者分为上下手，上手吹高音，下手吹低音，鼓手、镲手、锣手分别击打牛皮鼓、小镲和包锣。另有两把长号，由唢呐下手和鼓手吹奏，这种形式称为“大吹”，由小海笛、笙、管子、小铰子、小铜锣等乐器组成的形式则称为“小吹”。大吹多用于迎亲、出殡、秧歌、谒庙、请神等场合，在队伍行进之中演奏，小吹则多在厅堂院落围坐演奏。
　　陕北绥米唢呐曲牌丰富，风格多样，它的乐曲主要来自民歌小调、戏曲音乐和宗教音乐，具有多元文化特征。其中的代表曲目有《下江南》、《哭长城》、《水龙吟》、《柳青娘》、《千声佛》等，另外一些曲牌如《大摆队》、《大楚将军》、《三通鼓》、《得胜回营》等则体现出强烈的军乐特征。除此之外，听觉的震撼力，广泛的群众性以及反映黄土地人民精神、情感生活构成了陕北绥米唢呐的艺术特征。
　　绥米唢呐与陕北人的日常生活及社会风俗密切相关，是当地民俗活动的重要组成部分，在民俗、历史、音乐等研究领域具有重要的参考价值。当前，在西方强势文化持续输入的影响下，绥米唢呐演奏中已引入小号、架子鼓等西洋乐器，出现某种程度的变异。其生存活动空间也进一步缩小，一些造诣很深的唢呐手年事已高，随着他们的相继离世，很多绝技都将失传。保护和抢救绥米唢呐演奏技艺已是迫在眉睫。",12519,唢呐艺术（绥米唢呐）,传统音乐,2008(第二批),610000,Ⅱ-037_02_610826,34.336074,108.710914,陕西
99,"申报地区或单位：陕西省高陵县
　　
　　高陵洞箫艺术是在继承民间传统管乐器演奏技巧的基础上，于清同治年间，通过胡学忠、胡道满两代艺人的不断创新，吸纳秦腔、曲子、关中道情等姊妹艺术精华的部分而独创的洞箫演奏技法。
　　高陵洞箫技艺发祥地，是地处关中腹地的高陵县渭河以南的耿镇村。高陵洞箫艺术以“双音代唱、喉音、上腭音、颤音、滑音、打音”为主要演奏技巧。“双音代唱”吹奏法是把秦腔唱法的彩腔唱声和箫吹奏运气指法技巧巧妙融合在一起，然后注入箫管，使洞箫低沉的声音突然放大，如唢呐浑厚响亮，形成多支洞箫合奏的希声，又恰似梆笛声和板胡声一样豪迈粗犷，具有强烈的穿透震撼力；“喉音”就是在吹箫的同时，喉咙同时发声，“吼”唱一个旋律，与箫声形成和声，给人一种边吹边唱的感觉，显得格外地雄厚有力。胡道满把箫艺从传统的低沉、苍凉、绵长变为洪亮、明快、欢乐的演奏，其箫音婉转悠长、醇厚有力、圆润清扬、美妙动听。
　　
　　",12721,洞箫音乐（高陵洞箫）,传统音乐,2011(第三批),610000,Ⅱ-124_03_610126,34.336074,108.710914,陕西
103,"申报地区或单位：陕西省洋县
　　
　　洋县佛教音乐分布于陕西省南部汉中盆地东缘洋县城乡。它是陕西佛教音乐中的出类拔萃者，是我国西部宗教音乐的代表作，被誉为佛教音乐的“油花花”（即事物的精华部分）。
　　洋县佛教音乐有一千四百余年的历史。它从我国南北朝之时开始形成，经历了唐宋的成熟期、明代和清代上半叶的鼎盛期，在“文革”破除迷信时，寺庙衰落。
　　洋县佛教乐曲繁多，达一千余首，这些乐曲曲牌记载在洋县智果寺明代御赐经卷中，保存至今。目前保存下来能供演唱、演奏的曲子依然有200首之多。其分别为经韵、鼓吹乐曲、锣鼓乐曲3类，尤以鼓吹乐曲为盛。其主要乐器为管子和鼓。在中国佛教音乐史中，像洋县佛教音乐这样具有典型地方特征又同御赐鼓吹乐班、同御赐经卷连接传承在一起的音乐，实属罕见。而且，在佛教乐曲大多失传的今日，洋县却保存着众多的佛教乐曲，为我们研究汉水上游地域文化、民俗、宗教及人们的审美取向等提供了宝贵的资料。",12752,佛教音乐（洋县佛教音乐）,传统音乐,2011(第三批),610000,Ⅱ-138_03_610723,34.336074,108.710914,陕西
110,"申报地区或单位：陕西省洛川县
　　
　　洛川蹩鼓主要流传于陕西省洛川县黄章、永乡、旧县等乡村，为延安著名的“三鼓”（胸鼓、腰鼓、蹩鼓）之一，陕西方言称“蹦跳”为“蹩”，此舞以蹦跳为特征，故称“蹩鼓”。
　　洛川为战国时秦、晋、魏争夺之地，传说蹩鼓即由军阵演变而来，其后通过与当地民间祭祀祈雨活动结合而流传至今。黄章乡已确知的蹩鼓表演传承者已达六代之久。
　　洛川蹩鼓表演者均为男性，表演时头包战巾、背插战旗、腰系战裙、腿扎裹带，或挎鼓，或持锣、钹（大镲）。击鼓、锣、钹起舞时，其基本动作有单跳、双跳、蹉步、拧摆等，场图主要有“白马分鬃”、“蝎子拧尾”、“单骑扑阵”、“四壁合围”、“品字组合”等。表演者在舞、蹦、跳中做出各种造型，在锣鼓齐鸣中左冲右扑，拼杀搏斗，如临战阵，动作粗犷，剽悍豪放，富于力感。
　　1996年，洛川县被文化部命名为“中国民间艺术之乡”。
　　",12917,洛川蹩鼓,传统舞蹈,2006(第一批),610000,Ⅲ-014_01_610629,34.336074,108.710914,陕西
112,"申报地区或单位：陕西省横山县
　　
　　中华鼓舞多以鼓谱丰富、情绪热烈、底蕴深厚见长，流布全国各地，影响及于全世界。《易·系辞》中有“鼓之舞之以尽神”之语，既形象地反映出中华鼓舞历史的悠久，又提纲挈领地道出了其主要功能。从原始的“击石拊石，百兽率舞”到后世的流风遍及大江南北，华夏鼓舞始终一脉相承，绵延不绝。中华鼓舞形制多样，分布广泛，舞蹈姿态各异，种类千差万别，其中较为典型的形态即有腰鼓舞、蹩鼓舞、花鼓（灯）舞、木鼓舞、长鼓舞、扁鼓舞、铜鼓舞、龙鼓舞、扇鼓舞、黄泥鼓舞、象脚鼓舞、猴儿鼓舞、花鞭鼓舞、竹鼓舞、铃鼓舞、羊皮鼓舞等多种。
　　横山腰鼓是一种传统的民间舞蹈，按表现形式可分为小场腰鼓、四人腰鼓、老腰鼓、新腰鼓几种类型。流传在陕北地区的横山老腰鼓又称“文腰鼓”，是现存唯一的老腰鼓，其产生可追溯到明代中期。它主要分布于横山县的芦河川、小理河川、大理河川、黑木头川流域，而以南塔乡张村地村最具代表性。
　　陕北横山老腰鼓通常以舞队方式出现，表演形式包括单人打、双人打、四人打、八人对打、群场打等。舞队由伞头、鼓子手、腊花、杂色丑角等组成，其中鼓子手动作矫健有力、威武豪放、自由洒脱，在场面上频繁穿插；腊花含嗔带羞，舞步轻盈，与鼓子手成双配对，眉目传情，增添了表演的艺术感染力。横山老腰鼓以虎撑、伞、腰鼓、鼓槌、铰子、旋子为主要道具，基本动作包括二脚不落地、三脚跳步、二转身、蹬腿打、踹腿打、过堂对打、缠腰对打、过堂连身转打等，主要场子有枣梳子倒开花、黑驴滚昼、黑虎掏心等。
　　横山老腰鼓长期保持着原生态的打鼓技法，在服装、道具、扮相、舞蹈动作等方面都极具特点，显示出豪放、粗犷、激越、诙谐的传统风格，具有重要的历史文化和艺术研究价值。
　　新中国成立以来，横山老腰鼓在全国性和省级的民间文艺汇演中屡屡获奖。目前，在全球经济一体化的影响下，横山老腰鼓的传承与发展遇到了极大挑战，亟待采取具体措施加以抢救保护。",12996,鼓舞（横山老腰鼓）,传统舞蹈,2008(第二批),610000,Ⅲ-042_02_610823,34.336074,108.710914,陕西
115,"申报地区或单位：陕西省宜川县
　　
　　中华鼓舞多以鼓谱丰富、情绪热烈、底蕴深厚见长，流布全国各地，影响及于全世界。《易·系辞》中有“鼓之舞之以尽神”之语，既形象地反映出中华鼓舞历史的悠久，又提纲挈领地道出了其主要功能。从原始的“击石拊石，百兽率舞”到后世的流风遍及大江南北，华夏鼓舞始终一脉相承，绵延不绝。中华鼓舞形制多样，分布广泛，舞蹈姿态各异，种类千差万别，其中较为典型的形态即有腰鼓舞、蹩鼓舞、花鼓（灯）舞、木鼓舞、长鼓舞、扁鼓舞、铜鼓舞、龙鼓舞、扇鼓舞、黄泥鼓舞、象脚鼓舞、猴儿鼓舞、花鞭鼓舞、竹鼓舞、铃鼓舞、羊皮鼓舞等多种。
　　宜川胸鼓是以鼓舞为基础的一种民间舞蹈形式，它原名“花鼓”，是著名的“陕北三鼓”之一。宜川胸鼓历史悠久，系由古代战争中擂鼓助战、传递信号、击鼓庆捷的形式演变而成，宋代以后在陕西宜川黄河沿岸地区逐渐盛行开来。
　　宜川胸鼓以刚劲矫捷、洒脱奔放、明快有力、清脆爽朗的风格独树一帜，既能登台表演，又适合在街头广场演出，演员男女皆有，人数可多可少。舞者扮相别具一格，男女各穿不同短服，头扎英雄巾，佩戴武士缨，胸打英雄结，身背英雄花，腰系彩色绸，手腕紧袖口，下腿扎裹缠，脚穿登云鞋，英武利落，生气勃勃。
　　宜川胸鼓早期表演时由男女两人对舞，一人敲小锣，一人打边鼓。后发展为一至两名男鼓手击鼓，四至八名女鼓手手执金钱棍、彩绸、花扇，围绕着男鼓手边敲边舞。有的鼓手一人身背数鼓，能打出许多花样。新中国成立后经过挖掘整理，宜川胸鼓得到很大发展，演出时男女鼓手各半，旁设打击乐队，采用秧歌步、跑跳步等舞步来实现队形变化。
　　宜川胸鼓气势磅礴，雅俗共赏，具有浓郁的生活气息和强烈的艺术感染力，是著名的“陕北三鼓”之一。1993年参加国庆四十五周年献礼演出;2003年,中央电视台将其拍摄成专题片向海外播出；1996年，宜川县被国家命名为“胸鼓艺术之乡”。
　　宜川胸鼓经历了由原始形式向鼓舞演变的过程，在民国至中华人民共和国建立初期这一阶段内不断加工改进，逐渐走向成熟。“文革”时期宜川胸鼓一度沉寂，后经抢救挖掘得以恢复。目前，宜川胸鼓传承乏人，亟待抢救保护。",12995,鼓舞（宜川胸鼓）,传统舞蹈,2008(第二批),610000,Ⅲ-042_02_610630,34.336074,108.710914,陕西
